Sl No.,Timestamp,Source,Destination,Volume,Protocol
2492,2015-10-20 16:02:48 Z,10.10.10.30,10.10.10.10,4,tcp
2493,2015-10-20 16:02:50 Z,10.10.10.30,10.10.10.10,4,tcp
2494,2015-10-20 16:02:50 Z,10.10.10.30,10.10.10.10,4,tcp
2495,2015-10-20 16:02:51 Z,192.168.89.2,8.8.8.8,1,udp
2496,2015-10-20 16:02:52 Z,10.10.10.30,10.10.10.10,4,tcp
2497,2015-10-20 16:02:52 Z,10.10.10.30,10.10.10.10,4,tcp
2498,2015-10-20 16:02:54 Z,10.10.10.30,10.10.10.10,4,tcp
2499,2015-10-20 16:02:54 Z,10.10.10.30,10.10.10.10,4,tcp
2500,2015-10-20 16:02:56 Z,10.10.10.30,10.10.10.10,4,tcp
2501,2015-10-20 16:02:56 Z,10.10.10.30,10.10.10.10,4,tcp
2502,2015-10-20 16:02:58 Z,10.10.10.30,10.10.10.10,4,tcp
2503,2015-10-20 16:02:58 Z,10.10.10.30,10.10.10.10,4,tcp
2504,2015-10-20 16:03:00 Z,10.10.10.30,10.10.10.10,4,tcp
2505,2015-10-20 16:03:00 Z,10.10.10.30,10.10.10.10,4,tcp
2506,2015-10-20 16:03:01 Z,192.168.89.2,8.8.8.8,1,udp
2507,2015-10-20 16:03:02 Z,10.10.10.30,10.10.10.10,4,tcp
2508,2015-10-20 16:03:03 Z,10.10.10.30,10.10.10.10,4,tcp
2509,2015-10-20 16:03:04 Z,10.10.10.30,10.10.10.10,4,tcp
2510,2015-10-20 16:03:05 Z,10.10.10.30,10.10.10.10,4,tcp
2511,2015-10-20 16:03:06 Z,10.10.10.30,10.10.10.10,4,tcp
2512,2015-10-20 16:03:07 Z,10.10.10.30,10.10.10.10,4,tcp
2513,2015-10-20 16:03:08 Z,10.10.10.30,10.10.10.10,4,tcp
2514,2015-10-20 16:03:09 Z,10.10.10.30,10.10.10.10,4,tcp
2515,2015-10-20 16:03:10 Z,10.10.10.30,10.10.10.10,4,tcp
2516,2015-10-20 16:03:11 Z,10.10.10.30,10.10.10.10,4,tcp
2517,2015-10-20 16:03:11 Z,192.168.89.2,8.8.8.8,1,udp
2518,2015-10-20 16:03:12 Z,10.10.10.30,10.10.10.10,4,tcp
2519,2015-10-20 16:03:13 Z,10.10.10.30,10.10.10.10,4,tcp
2520,2015-10-20 16:03:14 Z,10.10.10.30,10.10.10.10,4,tcp
2521,2015-10-20 16:03:15 Z,10.10.10.30,10.10.10.10,4,tcp
2522,2015-10-20 16:03:16 Z,10.10.10.30,10.10.10.10,4,tcp
2523,2015-10-20 16:03:17 Z,10.10.10.30,10.10.10.10,4,tcp
2524,2015-10-20 16:03:18 Z,10.10.10.30,10.10.10.10,4,tcp
2525,2015-10-20 16:03:19 Z,10.10.10.30,10.10.10.10,3,tcp
2526,2015-10-20 16:03:20 Z,10.10.10.30,10.10.10.10,3,tcp
2527,2015-10-20 16:03:21 Z,10.10.10.30,10.10.10.10,3,tcp
2528,2015-10-20 16:03:21 Z,192.168.89.2,8.8.8.8,1,udp
2529,2015-10-20 16:03:22 Z,10.10.10.30,10.10.10.10,3,tcp
2530,2015-10-20 16:03:23 Z,10.10.10.30,10.10.10.10,3,tcp
2531,2015-10-20 16:03:24 Z,10.10.10.30,10.10.10.10,3,tcp
2532,2015-10-20 16:03:25 Z,10.10.10.30,10.10.10.10,3,tcp
2533,2015-10-20 16:03:26 Z,10.10.10.30,10.10.10.10,3,tcp
2534,2015-10-20 16:03:27 Z,10.10.10.30,10.10.10.10,3,tcp
2535,2015-10-20 16:03:28 Z,10.10.10.30,10.10.10.10,3,tcp
2536,2015-10-20 16:03:29 Z,10.10.10.30,10.10.10.10,3,tcp
2537,2015-10-20 16:03:30 Z,10.10.10.30,10.10.10.10,3,tcp
2538,2015-10-20 16:03:31 Z,10.10.10.30,10.10.10.10,3,tcp
2539,2015-10-20 16:03:31 Z,192.168.89.2,8.8.8.8,1,udp
2540,2015-10-20 16:03:32 Z,10.10.10.30,10.10.10.10,3,tcp
2541,2015-10-20 16:03:33 Z,10.10.10.30,10.10.10.10,3,tcp
2542,2015-10-20 16:03:34 Z,10.10.10.30,10.10.10.10,3,tcp
2543,2015-10-20 16:03:35 Z,10.10.10.30,10.10.10.10,3,tcp
2544,2015-10-20 16:03:36 Z,10.10.10.30,10.10.10.10,3,tcp
2545,2015-10-20 16:03:37 Z,10.10.10.30,10.10.10.10,3,tcp
2546,2015-10-20 16:03:38 Z,10.10.10.30,10.10.10.10,3,tcp
2547,2015-10-20 16:03:39 Z,10.10.10.30,10.10.10.10,3,tcp
2548,2015-10-20 16:03:40 Z,10.10.10.30,10.10.10.10,3,tcp
2549,2015-10-20 16:03:41 Z,10.10.10.30,10.10.10.10,3,tcp
2550,2015-10-20 16:03:41 Z,192.168.89.2,8.8.8.8,1,udp
2551,2015-10-20 16:03:42 Z,10.10.10.30,10.10.10.10,3,tcp
2552,2015-10-20 16:03:43 Z,10.10.10.30,10.10.10.10,3,tcp
2553,2015-10-20 16:03:44 Z,10.10.10.30,10.10.10.10,3,tcp
2554,2015-10-20 16:03:45 Z,10.10.10.30,10.10.10.10,3,tcp
2555,2015-10-20 16:03:46 Z,10.10.10.30,10.10.10.10,3,tcp
2556,2015-10-20 16:03:47 Z,10.10.10.30,10.10.10.10,3,tcp
2557,2015-10-20 16:03:48 Z,10.10.10.30,10.10.10.10,45,tcp
2558,2015-10-20 16:03:49 Z,10.10.10.30,10.10.10.10,6,tcp
2559,2015-10-20 16:03:50 Z,10.10.10.30,10.10.10.10,6,tcp
2560,2015-10-20 16:03:51 Z,10.10.10.30,10.10.10.10,6,tcp
2561,2015-10-20 16:03:51 Z,192.168.89.2,8.8.8.8,1,udp
2562,2015-10-20 16:03:52 Z,10.10.10.30,10.10.10.10,6,tcp
2563,2015-10-20 16:03:53 Z,10.10.10.30,10.10.10.10,6,tcp
2564,2015-10-20 16:03:53 Z,10.10.10.10,10.10.10.30,4,tcp
2565,2015-10-20 16:03:54 Z,10.10.10.10,10.10.10.30,3,tcp
2566,2015-10-20 16:03:54 Z,10.10.10.10,10.10.10.30,4,tcp
2567,2015-10-20 16:03:54 Z,10.10.10.10,10.10.10.30,7,tcp
2568,2015-10-20 16:03:54 Z,10.10.10.10,10.10.10.30,3,tcp
2569,2015-10-20 16:03:54 Z,10.10.10.10,10.10.10.30,2,tcp
2570,2015-10-20 16:03:54 Z,10.10.10.10,10.10.10.30,6,tcp
2571,2015-10-20 16:03:54 Z,10.10.10.30,10.10.10.10,6,tcp
2572,2015-10-20 16:03:54 Z,10.10.10.10,10.10.10.30,7,tcp
2573,2015-10-20 16:03:55 Z,10.10.10.30,10.10.10.10,6,tcp
2574,2015-10-20 16:03:56 Z,10.10.10.30,10.10.10.10,6,tcp
2575,2015-10-20 16:03:57 Z,10.10.10.10,10.10.10.30,7,tcp
2576,2015-10-20 16:03:57 Z,10.10.10.30,10.10.10.10,6,tcp
2577,2015-10-20 16:03:58 Z,10.10.10.10,10.10.10.30,7,tcp
2578,2015-10-20 16:03:58 Z,10.10.10.30,10.10.10.10,6,tcp
2579,2015-10-20 16:03:59 Z,10.10.10.10,10.10.10.30,7,tcp
2580,2015-10-20 16:03:59 Z,10.10.10.30,10.10.10.10,6,tcp
2581,2015-10-20 16:04:00 Z,10.10.10.10,10.10.10.30,7,tcp
2582,2015-10-20 16:04:00 Z,10.10.10.10,10.10.10.30,7,tcp
2583,2015-10-20 16:04:00 Z,10.10.10.30,10.10.10.10,6,tcp
2584,2015-10-20 16:04:00 Z,10.10.10.10,10.10.10.30,7,tcp
2585,2015-10-20 16:04:01 Z,10.10.10.30,10.10.10.10,6,tcp
2586,2015-10-20 16:04:01 Z,192.168.89.2,8.8.8.8,1,udp
2587,2015-10-20 16:04:02 Z,10.10.10.10,10.10.10.30,7,tcp
2588,2015-10-20 16:04:02 Z,10.10.10.30,10.10.10.10,6,tcp
2589,2015-10-20 16:04:03 Z,10.10.10.30,10.10.10.10,6,tcp
2590,2015-10-20 16:04:04 Z,10.10.10.10,10.10.10.30,7,tcp
2591,2015-10-20 16:04:04 Z,10.10.10.10,10.10.10.30,7,tcp
2592,2015-10-20 16:04:04 Z,10.10.10.30,10.10.10.10,5,tcp
2593,2015-10-20 16:04:05 Z,10.10.10.30,10.10.10.10,5,tcp
2594,2015-10-20 16:04:06 Z,10.10.10.10,10.10.10.30,7,tcp
2595,2015-10-20 16:04:06 Z,10.10.10.10,10.10.10.30,7,tcp
2596,2015-10-20 16:04:06 Z,10.10.10.30,10.10.10.10,5,tcp
2597,2015-10-20 16:04:07 Z,10.10.10.10,10.10.10.30,7,tcp
2598,2015-10-20 16:04:07 Z,10.10.10.30,10.10.10.10,5,tcp
2599,2015-10-20 16:04:08 Z,10.10.10.30,10.10.10.10,5,tcp
2600,2015-10-20 16:04:09 Z,10.10.10.30,10.10.10.10,5,tcp
2601,2015-10-20 16:04:10 Z,10.10.10.10,10.10.10.30,7,tcp
2602,2015-10-20 16:04:10 Z,10.10.10.30,10.10.10.10,5,tcp
2603,2015-10-20 16:04:11 Z,10.10.10.10,10.10.10.30,7,tcp
2604,2015-10-20 16:04:11 Z,10.10.10.30,10.10.10.10,5,tcp
2605,2015-10-20 16:04:11 Z,192.168.89.2,8.8.8.8,1,udp
2606,2015-10-20 16:04:12 Z,10.10.10.10,10.10.10.30,7,tcp
2607,2015-10-20 16:04:12 Z,10.10.10.30,10.10.10.10,5,tcp
2608,2015-10-20 16:04:13 Z,10.10.10.10,10.10.10.30,7,tcp
2609,2015-10-20 16:04:13 Z,10.10.10.10,10.10.10.30,7,tcp
2610,2015-10-20 16:04:13 Z,10.10.10.30,10.10.10.10,5,tcp
2611,2015-10-20 16:04:14 Z,10.10.10.10,10.10.10.30,7,tcp
2612,2015-10-20 16:04:14 Z,10.10.10.30,10.10.10.10,5,tcp
2613,2015-10-20 16:04:15 Z,10.10.10.10,10.10.10.30,7,tcp
2614,2015-10-20 16:04:15 Z,10.10.10.30,10.10.10.10,5,tcp
2615,2015-10-20 16:04:16 Z,10.10.10.10,10.10.10.30,7,tcp
2616,2015-10-20 16:04:16 Z,10.10.10.10,10.10.10.30,7,tcp
2617,2015-10-20 16:04:16 Z,10.10.10.30,10.10.10.10,5,tcp
2618,2015-10-20 16:04:17 Z,10.10.10.30,10.10.10.10,5,tcp
2619,2015-10-20 16:04:18 Z,10.10.10.10,10.10.10.30,7,tcp
2620,2015-10-20 16:04:18 Z,10.10.10.10,10.10.10.30,7,tcp
2621,2015-10-20 16:04:18 Z,10.10.10.30,10.10.10.10,5,tcp
2622,2015-10-20 16:04:19 Z,10.10.10.30,10.10.10.10,5,tcp
2623,2015-10-20 16:04:20 Z,10.10.10.30,10.10.10.10,5,tcp
2624,2015-10-20 16:04:21 Z,10.10.10.30,10.10.10.10,5,tcp
2625,2015-10-20 16:04:21 Z,192.168.89.2,8.8.8.8,1,udp
2626,2015-10-20 16:04:22 Z,10.10.10.30,10.10.10.10,5,tcp
2627,2015-10-20 16:04:23 Z,10.10.10.30,10.10.10.10,5,tcp
2628,2015-10-20 16:04:24 Z,10.10.10.30,10.10.10.10,5,tcp
2629,2015-10-20 16:04:25 Z,10.10.10.30,10.10.10.10,5,tcp
2630,2015-10-20 16:04:26 Z,10.10.10.30,10.10.10.10,5,tcp
2631,2015-10-20 16:04:27 Z,10.10.10.30,10.10.10.10,5,tcp
2632,2015-10-20 16:04:28 Z,10.10.10.30,10.10.10.10,5,tcp
2633,2015-10-20 16:04:29 Z,10.10.10.30,10.10.10.10,5,tcp
2634,2015-10-20 16:04:30 Z,10.10.10.30,10.10.10.10,5,tcp
2635,2015-10-20 16:04:31 Z,10.10.10.30,10.10.10.10,5,tcp
2636,2015-10-20 16:04:31 Z,192.168.89.2,8.8.8.8,1,udp
2637,2015-10-20 16:04:32 Z,10.10.10.30,10.10.10.10,5,tcp
2638,2015-10-20 16:04:33 Z,10.10.10.30,10.10.10.10,5,tcp
2639,2015-10-20 16:04:34 Z,10.10.10.30,10.10.10.10,4,tcp
2640,2015-10-20 16:04:35 Z,10.10.10.30,10.10.10.10,4,tcp
2641,2015-10-20 16:04:36 Z,10.10.10.30,10.10.10.10,4,tcp
2642,2015-10-20 16:04:37 Z,10.10.10.30,10.10.10.10,4,tcp
2643,2015-10-20 16:04:38 Z,10.10.10.30,10.10.10.10,4,tcp
2644,2015-10-20 16:04:39 Z,10.10.10.30,10.10.10.10,4,tcp
2645,2015-10-20 16:04:40 Z,10.10.10.30,10.10.10.10,4,tcp
2646,2015-10-20 16:04:41 Z,10.10.10.30,10.10.10.10,4,tcp
2647,2015-10-20 16:04:41 Z,192.168.89.2,8.8.8.8,1,udp
2648,2015-10-20 16:04:42 Z,10.10.10.30,10.10.10.10,4,tcp
2649,2015-10-20 16:04:43 Z,10.10.10.30,10.10.10.10,4,tcp
2650,2015-10-20 16:04:44 Z,10.10.10.30,10.10.10.10,4,tcp
2651,2015-10-20 16:04:45 Z,10.10.10.30,10.10.10.10,4,tcp
2652,2015-10-20 16:04:46 Z,10.10.10.30,10.10.10.10,4,tcp
2653,2015-10-20 16:04:47 Z,10.10.10.30,10.10.10.10,4,tcp
2654,2015-10-20 16:04:48 Z,10.10.10.30,10.10.10.10,4,tcp
2655,2015-10-20 16:04:49 Z,10.10.10.30,10.10.10.10,4,tcp
2656,2015-10-20 16:04:50 Z,10.10.10.30,10.10.10.10,4,tcp
2657,2015-10-20 16:04:51 Z,10.10.10.30,10.10.10.10,4,tcp
2658,2015-10-20 16:04:51 Z,192.168.89.2,8.8.8.8,1,udp
2659,2015-10-20 16:04:52 Z,10.10.10.30,10.10.10.10,4,tcp
2660,2015-10-20 16:04:53 Z,10.10.10.30,10.10.10.10,4,tcp
2661,2015-10-20 16:04:54 Z,10.10.10.30,10.10.10.10,4,tcp
2662,2015-10-20 16:04:55 Z,10.10.10.30,10.10.10.10,4,tcp
2663,2015-10-20 16:04:56 Z,10.10.10.30,10.10.10.10,4,tcp
2664,2015-10-20 16:04:57 Z,10.10.10.30,10.10.10.10,4,tcp
2665,2015-10-20 16:04:58 Z,10.10.10.30,10.10.10.10,4,tcp
2666,2015-10-20 16:04:59 Z,10.10.10.30,10.10.10.10,4,tcp
2667,2015-10-20 16:05:00 Z,10.10.10.30,10.10.10.10,4,tcp
2668,2015-10-20 16:05:01 Z,10.10.10.30,10.10.10.10,4,tcp
2669,2015-10-20 16:05:01 Z,192.168.89.2,8.8.8.8,1,udp
2670,2015-10-20 16:05:02 Z,10.10.10.30,10.10.10.10,4,tcp
2671,2015-10-20 16:05:03 Z,10.10.10.30,10.10.10.10,4,tcp
2672,2015-10-20 16:05:04 Z,10.10.10.30,10.10.10.10,3,tcp
2673,2015-10-20 16:05:05 Z,10.10.10.30,10.10.10.10,3,tcp
2674,2015-10-20 16:05:06 Z,10.10.10.30,10.10.10.10,3,tcp
2675,2015-10-20 16:05:07 Z,10.10.10.30,10.10.10.10,3,tcp
2676,2015-10-20 16:05:08 Z,10.10.10.30,10.10.10.10,3,tcp
2677,2015-10-20 16:05:09 Z,10.10.10.30,10.10.10.10,3,tcp
2678,2015-10-20 16:05:10 Z,10.10.10.30,10.10.10.10,3,tcp
2679,2015-10-20 16:05:11 Z,192.168.89.2,8.8.8.8,1,udp
2680,2015-10-20 16:05:11 Z,10.10.10.30,10.10.10.10,3,tcp
2681,2015-10-20 16:05:12 Z,10.10.10.30,10.10.10.10,3,tcp
2682,2015-10-20 16:05:13 Z,10.10.10.30,10.10.10.10,3,tcp
2683,2015-10-20 16:05:14 Z,10.10.10.30,10.10.10.10,3,tcp
2684,2015-10-20 16:05:15 Z,10.10.10.30,10.10.10.10,3,tcp
2685,2015-10-20 16:05:16 Z,10.10.10.30,10.10.10.10,3,tcp
2686,2015-10-20 16:05:17 Z,10.10.10.30,10.10.10.10,3,tcp
2687,2015-10-20 16:05:18 Z,10.10.10.30,10.10.10.10,3,tcp
2688,2015-10-20 16:05:19 Z,10.10.10.30,10.10.10.10,3,tcp
2689,2015-10-20 16:05:20 Z,10.10.10.30,10.10.10.10,3,tcp
2690,2015-10-20 16:05:21 Z,192.168.89.2,8.8.8.8,1,udp
2691,2015-10-20 16:05:21 Z,10.10.10.30,10.10.10.10,3,tcp
2692,2015-10-20 16:05:22 Z,10.10.10.30,10.10.10.10,3,tcp
2693,2015-10-20 16:05:23 Z,10.10.10.30,10.10.10.10,3,tcp
2694,2015-10-20 16:05:25 Z,10.10.10.30,10.10.10.10,3,tcp
2695,2015-10-20 16:05:25 Z,10.10.10.30,10.10.10.10,3,tcp
2696,2015-10-20 16:05:27 Z,10.10.10.30,10.10.10.10,3,tcp
2697,2015-10-20 16:05:27 Z,10.10.10.30,10.10.10.10,2,tcp
2698,2015-10-20 16:05:29 Z,10.10.10.30,10.10.10.10,2,tcp
2699,2015-10-20 16:05:29 Z,10.10.10.30,10.10.10.10,2,tcp
2700,2015-10-20 16:05:31 Z,10.10.10.30,10.10.10.10,2,tcp
2701,2015-10-20 16:05:31 Z,192.168.89.2,8.8.8.8,1,udp
2702,2015-10-20 16:05:31 Z,10.10.10.30,10.10.10.10,2,tcp
2703,2015-10-20 16:05:33 Z,10.10.10.30,10.10.10.10,2,tcp
2704,2015-10-20 16:05:33 Z,10.10.10.30,10.10.10.10,6,tcp
2705,2015-10-20 16:05:35 Z,10.10.10.30,10.10.10.10,6,tcp
2706,2015-10-20 16:05:35 Z,10.10.10.30,10.10.10.10,6,tcp
2707,2015-10-20 16:05:37 Z,10.10.10.30,10.10.10.10,6,tcp
2708,2015-10-20 16:05:37 Z,10.10.10.30,10.10.10.10,6,tcp
2709,2015-10-20 16:05:39 Z,10.10.10.30,10.10.10.10,6,tcp
2710,2015-10-20 16:05:39 Z,10.10.10.10,10.10.10.30,7,tcp
2711,2015-10-20 16:05:39 Z,10.10.10.30,10.10.10.10,6,tcp
2712,2015-10-20 16:05:41 Z,10.10.10.30,10.10.10.10,6,tcp
2713,2015-10-20 16:05:41 Z,10.10.10.10,10.10.10.30,7,tcp
2714,2015-10-20 16:05:41 Z,192.168.89.2,8.8.8.8,1,udp
2715,2015-10-20 16:05:41 Z,10.10.10.30,10.10.10.10,6,tcp
2716,2015-10-20 16:05:43 Z,10.10.10.30,10.10.10.10,6,tcp
2717,2015-10-20 16:05:44 Z,10.10.10.30,10.10.10.10,6,tcp
2718,2015-10-20 16:05:44 Z,10.10.10.10,10.10.10.30,7,tcp
2719,2015-10-20 16:05:45 Z,10.10.10.30,10.10.10.10,6,tcp
2720,2015-10-20 16:05:46 Z,10.10.10.30,10.10.10.10,6,tcp
2721,2015-10-20 16:05:46 Z,10.10.10.10,10.10.10.30,7,tcp
2722,2015-10-20 16:05:46 Z,10.10.10.10,10.10.10.30,7,tcp
2723,2015-10-20 16:05:47 Z,10.10.10.10,10.10.10.30,7,tcp
2724,2015-10-20 16:05:47 Z,10.10.10.30,10.10.10.10,6,tcp
2725,2015-10-20 16:05:47 Z,10.10.10.10,10.10.10.30,7,tcp
2726,2015-10-20 16:05:48 Z,10.10.10.30,10.10.10.10,6,tcp
2727,2015-10-20 16:05:48 Z,192.168.89.2,8.8.8.8,3,udp
2728,2015-10-20 16:05:48 Z,10.10.10.10,10.10.10.30,7,tcp
2729,2015-10-20 16:05:49 Z,10.10.10.30,10.10.10.10,5,tcp
2730,2015-10-20 16:05:50 Z,10.10.10.30,10.10.10.10,5,tcp
2731,2015-10-20 16:05:50 Z,10.10.10.10,10.10.10.30,7,tcp
2732,2015-10-20 16:05:51 Z,10.10.10.10,10.10.10.30,7,tcp
2733,2015-10-20 16:05:51 Z,10.10.10.30,10.10.10.10,5,tcp
2734,2015-10-20 16:05:51 Z,192.168.89.2,8.8.8.8,1,udp
2735,2015-10-20 16:05:52 Z,10.10.10.10,10.10.10.30,7,tcp
2736,2015-10-20 16:05:52 Z,10.10.10.30,10.10.10.10,5,tcp
2737,2015-10-20 16:05:53 Z,10.10.10.10,10.10.10.30,7,tcp
2738,2015-10-20 16:05:53 Z,10.10.10.30,10.10.10.10,5,tcp
2739,2015-10-20 16:05:54 Z,10.10.10.30,10.10.10.10,5,tcp
2740,2015-10-20 16:05:54 Z,10.10.10.10,10.10.10.30,7,tcp
2741,2015-10-20 16:05:54 Z,10.10.10.10,10.10.10.30,7,tcp
2742,2015-10-20 16:05:55 Z,10.10.10.30,10.10.10.10,5,tcp
2743,2015-10-20 16:05:56 Z,10.10.10.30,10.10.10.10,5,tcp
2744,2015-10-20 16:05:57 Z,10.10.10.10,10.10.10.30,7,tcp
2745,2015-10-20 16:05:57 Z,10.10.10.30,10.10.10.10,5,tcp
2746,2015-10-20 16:05:57 Z,10.10.10.10,10.10.10.30,7,tcp
2747,2015-10-20 16:05:58 Z,10.10.10.30,10.10.10.10,5,tcp
2748,2015-10-20 16:05:59 Z,10.10.10.30,10.10.10.10,5,tcp
2749,2015-10-20 16:06:00 Z,10.10.10.30,10.10.10.10,5,tcp
2750,2015-10-20 16:06:00 Z,10.10.10.10,10.10.10.30,7,tcp
2751,2015-10-20 16:06:00 Z,10.10.10.10,10.10.10.30,7,tcp
2752,2015-10-20 16:06:01 Z,10.10.10.30,10.10.10.10,5,tcp
2753,2015-10-20 16:06:01 Z,192.168.89.2,8.8.8.8,1,udp
2754,2015-10-20 16:06:02 Z,10.10.10.30,10.10.10.10,5,tcp
2755,2015-10-20 16:06:03 Z,10.10.10.10,10.10.10.30,7,tcp
2756,2015-10-20 16:06:03 Z,10.10.10.30,10.10.10.10,5,tcp
2757,2015-10-20 16:06:04 Z,10.10.10.30,10.10.10.10,5,tcp
2758,2015-10-20 16:06:05 Z,10.10.10.30,10.10.10.10,5,tcp
2759,2015-10-20 16:06:06 Z,10.10.10.30,10.10.10.10,5,tcp
2760,2015-10-20 16:06:07 Z,10.10.10.30,10.10.10.10,5,tcp
2761,2015-10-20 16:06:08 Z,10.10.10.30,10.10.10.10,5,tcp
2762,2015-10-20 16:06:09 Z,10.10.10.30,10.10.10.10,5,tcp
2763,2015-10-20 16:06:10 Z,10.10.10.30,10.10.10.10,5,tcp
2764,2015-10-20 16:06:11 Z,10.10.10.30,10.10.10.10,5,tcp
2765,2015-10-20 16:06:11 Z,192.168.89.2,8.8.8.8,1,udp
2766,2015-10-20 16:06:12 Z,10.10.10.30,10.10.10.10,5,tcp
2767,2015-10-20 16:06:13 Z,10.10.10.30,10.10.10.10,5,tcp
2768,2015-10-20 16:06:14 Z,10.10.10.30,10.10.10.10,5,tcp
2769,2015-10-20 16:06:15 Z,10.10.10.30,10.10.10.10,5,tcp
2770,2015-10-20 16:06:16 Z,10.10.10.30,10.10.10.10,5,tcp
2771,2015-10-20 16:06:17 Z,10.10.10.30,10.10.10.10,5,tcp
2772,2015-10-20 16:06:18 Z,10.10.10.30,10.10.10.10,5,tcp
2773,2015-10-20 16:06:19 Z,10.10.10.30,10.10.10.10,4,tcp
2774,2015-10-20 16:06:20 Z,10.10.10.30,10.10.10.10,4,tcp
2775,2015-10-20 16:06:21 Z,10.10.10.30,10.10.10.10,4,tcp
2776,2015-10-20 16:06:21 Z,192.168.89.2,8.8.8.8,1,udp
2777,2015-10-20 16:06:22 Z,10.10.10.30,10.10.10.10,4,tcp
2778,2015-10-20 16:06:23 Z,10.10.10.30,10.10.10.10,4,tcp
2779,2015-10-20 16:06:24 Z,10.10.10.30,10.10.10.10,4,tcp
2780,2015-10-20 16:06:25 Z,10.10.10.30,10.10.10.10,4,tcp
2781,2015-10-20 16:06:26 Z,10.10.10.30,10.10.10.10,4,tcp
2782,2015-10-20 16:06:27 Z,10.10.10.30,10.10.10.10,4,tcp
2783,2015-10-20 16:06:28 Z,10.10.10.30,10.10.10.10,4,tcp
2784,2015-10-20 16:06:29 Z,10.10.10.30,10.10.10.10,4,tcp
2785,2015-10-20 16:06:30 Z,10.10.10.30,10.10.10.10,4,tcp
2786,2015-10-20 16:06:31 Z,10.10.10.30,10.10.10.10,4,tcp
2787,2015-10-20 16:06:31 Z,192.168.89.2,8.8.8.8,1,udp
2788,2015-10-20 16:06:32 Z,10.10.10.30,10.10.10.10,4,tcp
2789,2015-10-20 16:06:33 Z,10.10.10.30,10.10.10.10,4,tcp
2790,2015-10-20 16:06:34 Z,10.10.10.30,10.10.10.10,4,tcp
2791,2015-10-20 16:06:35 Z,10.10.10.30,10.10.10.10,4,tcp
2792,2015-10-20 16:06:36 Z,10.10.10.30,10.10.10.10,4,tcp
2793,2015-10-20 16:06:37 Z,10.10.10.30,10.10.10.10,4,tcp
2794,2015-10-20 16:06:38 Z,10.10.10.30,10.10.10.10,4,tcp
2795,2015-10-20 16:06:39 Z,10.10.10.30,10.10.10.10,4,tcp
2796,2015-10-20 16:06:40 Z,10.10.10.30,10.10.10.10,4,tcp
2797,2015-10-20 16:06:41 Z,10.10.10.30,10.10.10.10,4,tcp
2798,2015-10-20 16:06:41 Z,192.168.89.2,8.8.8.8,1,udp
2799,2015-10-20 16:06:42 Z,10.10.10.30,10.10.10.10,4,tcp
2800,2015-10-20 16:06:43 Z,10.10.10.30,10.10.10.10,4,tcp
2801,2015-10-20 16:06:44 Z,10.10.10.30,10.10.10.10,4,tcp
2802,2015-10-20 16:06:45 Z,10.10.10.30,10.10.10.10,4,tcp
2803,2015-10-20 16:06:46 Z,10.10.10.30,10.10.10.10,4,tcp
2804,2015-10-20 16:06:47 Z,10.10.10.30,10.10.10.10,4,tcp
2805,2015-10-20 16:06:48 Z,10.10.10.30,10.10.10.10,4,tcp
2806,2015-10-20 16:06:49 Z,10.10.10.30,10.10.10.10,3,tcp
2807,2015-10-20 16:06:50 Z,10.10.10.30,10.10.10.10,3,tcp
2808,2015-10-20 16:06:51 Z,10.10.10.30,10.10.10.10,3,tcp
2809,2015-10-20 16:06:51 Z,192.168.89.2,8.8.8.8,1,udp
2810,2015-10-20 16:06:52 Z,10.10.10.30,10.10.10.10,3,tcp
2811,2015-10-20 16:06:53 Z,10.10.10.30,10.10.10.10,3,tcp
2812,2015-10-20 16:06:54 Z,10.10.10.30,10.10.10.10,3,tcp
2813,2015-10-20 16:06:55 Z,10.10.10.30,10.10.10.10,3,tcp
2814,2015-10-20 16:06:56 Z,10.10.10.30,10.10.10.10,3,tcp
2815,2015-10-20 16:06:57 Z,10.10.10.30,10.10.10.10,3,tcp
2816,2015-10-20 16:06:58 Z,10.10.10.30,10.10.10.10,3,tcp
2817,2015-10-20 16:06:59 Z,10.10.10.30,10.10.10.10,3,tcp
2818,2015-10-20 16:07:00 Z,10.10.10.30,10.10.10.10,3,tcp
2819,2015-10-20 16:07:01 Z,10.10.10.30,10.10.10.10,3,tcp
2820,2015-10-20 16:07:01 Z,192.168.89.2,8.8.8.8,1,udp
2821,2015-10-20 16:07:02 Z,10.10.10.30,10.10.10.10,3,tcp
2822,2015-10-20 16:07:03 Z,10.10.10.30,10.10.10.10,3,tcp
2823,2015-10-20 16:07:04 Z,10.10.10.30,10.10.10.10,3,tcp
2824,2015-10-20 16:07:05 Z,10.10.10.30,10.10.10.10,3,tcp
2825,2015-10-20 16:07:06 Z,10.10.10.30,10.10.10.10,3,tcp
2826,2015-10-20 16:07:07 Z,10.10.10.30,10.10.10.10,3,tcp
2827,2015-10-20 16:07:08 Z,10.10.10.30,10.10.10.10,3,tcp
2828,2015-10-20 16:07:09 Z,10.10.10.30,10.10.10.10,3,tcp
2829,2015-10-20 16:07:10 Z,10.10.10.30,10.10.10.10,3,tcp
2830,2015-10-20 16:07:11 Z,10.10.10.30,10.10.10.10,3,tcp
2831,2015-10-20 16:07:11 Z,192.168.89.2,8.8.8.8,1,udp
2832,2015-10-20 16:07:12 Z,10.10.10.30,10.10.10.10,2,tcp
