Sl No.,Timestamp,Source,Destination,Volume,Protocol
7755,2015-10-20 17:03:41 Z,192.168.89.2,8.8.8.8,1,udp
7756,2015-10-20 17:03:42 Z,10.10.10.10,10.10.10.30,7,tcp
7757,2015-10-20 17:03:42 Z,10.10.10.30,10.10.10.10,6,tcp
7758,2015-10-20 17:03:42 Z,10.10.10.10,10.10.10.30,7,tcp
7759,2015-10-20 17:03:43 Z,10.10.10.30,10.10.10.10,6,tcp
7760,2015-10-20 17:03:44 Z,10.10.10.30,10.10.10.10,6,tcp
7761,2015-10-20 17:03:44 Z,10.10.10.10,10.10.10.30,7,tcp
7762,2015-10-20 17:03:44 Z,10.10.10.10,10.10.10.30,7,tcp
7763,2015-10-20 17:03:44 Z,10.10.10.10,10.10.10.30,7,tcp
7764,2015-10-20 17:03:45 Z,10.10.10.30,10.10.10.10,6,tcp
7765,2015-10-20 17:03:45 Z,10.10.10.10,10.10.10.30,7,tcp
7766,2015-10-20 17:03:46 Z,10.10.10.10,10.10.10.30,7,tcp
7767,2015-10-20 17:03:46 Z,10.10.10.30,10.10.10.10,6,tcp
7768,2015-10-20 17:03:46 Z,10.10.10.10,10.10.10.30,7,tcp
7769,2015-10-20 17:03:46 Z,10.10.10.10,10.10.10.30,7,tcp
7770,2015-10-20 17:03:47 Z,10.10.10.30,10.10.10.10,6,tcp
7771,2015-10-20 17:03:47 Z,10.10.10.10,10.10.10.30,7,tcp
7772,2015-10-20 17:03:48 Z,10.10.10.10,10.10.10.30,7,tcp
7773,2015-10-20 17:03:48 Z,10.10.10.30,10.10.10.10,6,tcp
7774,2015-10-20 17:03:48 Z,10.10.10.10,10.10.10.30,7,tcp
7775,2015-10-20 17:03:48 Z,10.10.10.10,10.10.10.30,7,tcp
7776,2015-10-20 17:03:49 Z,10.10.10.30,10.10.10.10,6,tcp
7777,2015-10-20 17:03:49 Z,10.10.10.10,10.10.10.30,7,tcp
7778,2015-10-20 17:03:49 Z,10.10.10.10,10.10.10.30,7,tcp
7779,2015-10-20 17:03:50 Z,10.10.10.10,10.10.10.30,7,tcp
7780,2015-10-20 17:03:50 Z,10.10.10.30,10.10.10.10,6,tcp
7781,2015-10-20 17:03:50 Z,10.10.10.10,10.10.10.30,7,tcp
7782,2015-10-20 17:03:50 Z,10.10.10.10,10.10.10.30,7,tcp
7783,2015-10-20 17:03:51 Z,10.10.10.30,10.10.10.10,5,tcp
7784,2015-10-20 17:03:51 Z,192.168.89.2,8.8.8.8,1,udp
7785,2015-10-20 17:03:51 Z,10.10.10.10,10.10.10.30,7,tcp
7786,2015-10-20 17:03:52 Z,10.10.10.10,10.10.10.30,7,tcp
7787,2015-10-20 17:03:52 Z,10.10.10.30,10.10.10.10,5,tcp
7788,2015-10-20 17:03:52 Z,10.10.10.10,10.10.10.30,7,tcp
7789,2015-10-20 17:03:52 Z,10.10.10.10,10.10.10.30,7,tcp
7790,2015-10-20 17:03:53 Z,10.10.10.30,10.10.10.10,5,tcp
7791,2015-10-20 17:03:53 Z,10.10.10.10,10.10.10.30,7,tcp
7792,2015-10-20 17:03:54 Z,10.10.10.10,10.10.10.30,7,tcp
7793,2015-10-20 17:03:54 Z,10.10.10.10,10.10.10.30,7,tcp
7794,2015-10-20 17:03:54 Z,10.10.10.30,10.10.10.10,5,tcp
7795,2015-10-20 17:03:55 Z,10.10.10.10,10.10.10.30,7,tcp
7796,2015-10-20 17:03:55 Z,10.10.10.30,10.10.10.10,5,tcp
7797,2015-10-20 17:03:55 Z,10.10.10.10,10.10.10.30,7,tcp
7798,2015-10-20 17:03:55 Z,10.10.10.10,10.10.10.30,7,tcp
7799,2015-10-20 17:03:56 Z,10.10.10.10,10.10.10.30,7,tcp
7800,2015-10-20 17:03:56 Z,10.10.10.30,10.10.10.10,5,tcp
7801,2015-10-20 17:03:56 Z,10.10.10.10,10.10.10.30,7,tcp
7802,2015-10-20 17:03:57 Z,10.10.10.30,10.10.10.10,5,tcp
7803,2015-10-20 17:03:57 Z,10.10.10.10,10.10.10.30,7,tcp
7804,2015-10-20 17:03:57 Z,10.10.10.10,10.10.10.30,7,tcp
7805,2015-10-20 17:03:58 Z,10.10.10.10,10.10.10.30,7,tcp
7806,2015-10-20 17:03:58 Z,10.10.10.30,10.10.10.10,5,tcp
7807,2015-10-20 17:03:59 Z,10.10.10.10,10.10.10.30,7,tcp
7808,2015-10-20 17:03:59 Z,10.10.10.30,10.10.10.10,5,tcp
7809,2015-10-20 17:03:59 Z,10.10.10.10,10.10.10.30,7,tcp
7810,2015-10-20 17:03:59 Z,10.10.10.10,10.10.10.30,7,tcp
7811,2015-10-20 17:04:00 Z,10.10.10.10,10.10.10.30,7,tcp
7812,2015-10-20 17:04:00 Z,10.10.10.30,10.10.10.10,5,tcp
7813,2015-10-20 17:04:00 Z,10.10.10.10,10.10.10.30,7,tcp
7814,2015-10-20 17:04:01 Z,10.10.10.30,10.10.10.10,5,tcp
7815,2015-10-20 17:04:01 Z,192.168.89.2,8.8.8.8,1,udp
7816,2015-10-20 17:04:01 Z,10.10.10.10,10.10.10.30,7,tcp
7817,2015-10-20 17:04:01 Z,10.10.10.10,10.10.10.30,7,tcp
7818,2015-10-20 17:04:02 Z,10.10.10.30,10.10.10.10,5,tcp
7819,2015-10-20 17:04:02 Z,10.10.10.10,10.10.10.30,7,tcp
7820,2015-10-20 17:04:02 Z,10.10.10.10,10.10.10.30,7,tcp
7821,2015-10-20 17:04:02 Z,10.10.10.10,10.10.10.30,7,tcp
7822,2015-10-20 17:04:03 Z,10.10.10.30,10.10.10.10,5,tcp
7823,2015-10-20 17:04:03 Z,10.10.10.10,10.10.10.30,7,tcp
7824,2015-10-20 17:04:03 Z,10.10.10.10,10.10.10.30,7,tcp
7825,2015-10-20 17:04:04 Z,10.10.10.10,10.10.10.30,7,tcp
7826,2015-10-20 17:04:04 Z,10.10.10.30,10.10.10.10,5,tcp
7827,2015-10-20 17:04:04 Z,10.10.10.10,10.10.10.30,7,tcp
7828,2015-10-20 17:04:04 Z,10.10.10.10,10.10.10.30,7,tcp
7829,2015-10-20 17:04:05 Z,10.10.10.30,10.10.10.10,5,tcp
7830,2015-10-20 17:04:06 Z,10.10.10.30,10.10.10.10,5,tcp
7831,2015-10-20 17:04:07 Z,10.10.10.30,10.10.10.10,5,tcp
7832,2015-10-20 17:04:08 Z,10.10.10.30,10.10.10.10,5,tcp
7833,2015-10-20 17:04:09 Z,10.10.10.30,10.10.10.10,5,tcp
7834,2015-10-20 17:04:10 Z,10.10.10.30,10.10.10.10,5,tcp
7835,2015-10-20 17:04:11 Z,10.10.10.30,10.10.10.10,5,tcp
7836,2015-10-20 17:04:11 Z,192.168.89.2,8.8.8.8,1,udp
7837,2015-10-20 17:04:12 Z,10.10.10.30,10.10.10.10,5,tcp
7838,2015-10-20 17:04:13 Z,10.10.10.30,10.10.10.10,5,tcp
7839,2015-10-20 17:04:14 Z,10.10.10.30,10.10.10.10,5,tcp
7840,2015-10-20 17:04:15 Z,10.10.10.30,10.10.10.10,5,tcp
7841,2015-10-20 17:04:16 Z,10.10.10.30,10.10.10.10,5,tcp
7842,2015-10-20 17:04:17 Z,10.10.10.30,10.10.10.10,5,tcp
7843,2015-10-20 17:04:18 Z,10.10.10.30,10.10.10.10,5,tcp
7844,2015-10-20 17:04:19 Z,10.10.10.30,10.10.10.10,5,tcp
7845,2015-10-20 17:04:20 Z,10.10.10.30,10.10.10.10,5,tcp
7846,2015-10-20 17:04:21 Z,192.168.89.2,8.8.8.8,1,udp
7847,2015-10-20 17:04:21 Z,10.10.10.30,10.10.10.10,4,tcp
7848,2015-10-20 17:04:22 Z,10.10.10.30,10.10.10.10,4,tcp
7849,2015-10-20 17:04:23 Z,10.10.10.30,10.10.10.10,4,tcp
7850,2015-10-20 17:04:24 Z,10.10.10.30,10.10.10.10,4,tcp
7851,2015-10-20 17:04:25 Z,10.10.10.30,10.10.10.10,4,tcp
7852,2015-10-20 17:04:26 Z,10.10.10.30,10.10.10.10,4,tcp
7853,2015-10-20 17:04:27 Z,10.10.10.30,10.10.10.10,4,tcp
7854,2015-10-20 17:04:28 Z,10.10.10.30,10.10.10.10,4,tcp
7855,2015-10-20 17:04:29 Z,10.10.10.30,10.10.10.10,4,tcp
7856,2015-10-20 17:04:30 Z,10.10.10.30,10.10.10.10,4,tcp
7857,2015-10-20 17:04:31 Z,192.168.89.2,8.8.8.8,1,udp
7858,2015-10-20 17:04:31 Z,10.10.10.30,10.10.10.10,4,tcp
7859,2015-10-20 17:04:32 Z,10.10.10.30,10.10.10.10,4,tcp
7860,2015-10-20 17:04:33 Z,10.10.10.30,10.10.10.10,4,tcp
7861,2015-10-20 17:04:34 Z,10.10.10.30,10.10.10.10,4,tcp
7862,2015-10-20 17:04:35 Z,10.10.10.30,10.10.10.10,4,tcp
7863,2015-10-20 17:04:36 Z,10.10.10.30,10.10.10.10,4,tcp
7864,2015-10-20 17:04:37 Z,10.10.10.30,10.10.10.10,4,tcp
7865,2015-10-20 17:04:38 Z,10.10.10.30,10.10.10.10,4,tcp
7866,2015-10-20 17:04:39 Z,10.10.10.30,10.10.10.10,4,tcp
7867,2015-10-20 17:04:40 Z,10.10.10.30,10.10.10.10,4,tcp
7868,2015-10-20 17:04:41 Z,192.168.89.2,8.8.8.8,1,udp
7869,2015-10-20 17:04:41 Z,10.10.10.30,10.10.10.10,4,tcp
7870,2015-10-20 17:04:43 Z,10.10.10.30,10.10.10.10,4,tcp
7871,2015-10-20 17:04:43 Z,10.10.10.30,10.10.10.10,4,tcp
7872,2015-10-20 17:04:45 Z,10.10.10.30,10.10.10.10,4,tcp
7873,2015-10-20 17:04:45 Z,10.10.10.30,10.10.10.10,4,tcp
7874,2015-10-20 17:04:47 Z,10.10.10.30,10.10.10.10,4,tcp
7875,2015-10-20 17:04:47 Z,10.10.10.30,10.10.10.10,4,tcp
7876,2015-10-20 17:04:49 Z,10.10.10.30,10.10.10.10,4,tcp
7877,2015-10-20 17:04:49 Z,10.10.10.30,10.10.10.10,4,tcp
7878,2015-10-20 17:04:51 Z,10.10.10.30,10.10.10.10,3,tcp
7879,2015-10-20 17:04:51 Z,192.168.89.2,8.8.8.8,1,udp
7880,2015-10-20 17:04:51 Z,10.10.10.30,10.10.10.10,3,tcp
7881,2015-10-20 17:04:53 Z,10.10.10.30,10.10.10.10,3,tcp
7882,2015-10-20 17:04:53 Z,10.10.10.30,10.10.10.10,3,tcp
7883,2015-10-20 17:04:55 Z,10.10.10.30,10.10.10.10,3,tcp
7884,2015-10-20 17:04:55 Z,10.10.10.30,10.10.10.10,3,tcp
7885,2015-10-20 17:04:57 Z,10.10.10.30,10.10.10.10,3,tcp
7886,2015-10-20 17:04:57 Z,10.10.10.30,10.10.10.10,3,tcp
7887,2015-10-20 17:04:59 Z,10.10.10.30,10.10.10.10,3,tcp
7888,2015-10-20 17:04:59 Z,10.10.10.30,10.10.10.10,3,tcp
7889,2015-10-20 17:05:01 Z,10.10.10.30,10.10.10.10,3,tcp
7890,2015-10-20 17:05:01 Z,192.168.89.2,8.8.8.8,1,udp
7891,2015-10-20 17:05:02 Z,10.10.10.30,10.10.10.10,3,tcp
7892,2015-10-20 17:05:03 Z,10.10.10.30,10.10.10.10,3,tcp
7893,2015-10-20 17:05:04 Z,10.10.10.30,10.10.10.10,3,tcp
7894,2015-10-20 17:05:05 Z,10.10.10.30,10.10.10.10,3,tcp
7895,2015-10-20 17:05:06 Z,10.10.10.30,10.10.10.10,3,tcp
7896,2015-10-20 17:05:07 Z,10.10.10.30,10.10.10.10,3,tcp
7897,2015-10-20 17:05:08 Z,10.10.10.30,10.10.10.10,3,tcp
7898,2015-10-20 17:05:09 Z,10.10.10.30,10.10.10.10,3,tcp
7899,2015-10-20 17:05:10 Z,10.10.10.30,10.10.10.10,3,tcp
7900,2015-10-20 17:05:11 Z,10.10.10.30,10.10.10.10,3,tcp
7901,2015-10-20 17:05:11 Z,192.168.89.2,8.8.8.8,1,udp
7902,2015-10-20 17:05:12 Z,10.10.10.30,10.10.10.10,3,tcp
7903,2015-10-20 17:05:13 Z,10.10.10.30,10.10.10.10,3,tcp
7904,2015-10-20 17:05:14 Z,10.10.10.30,10.10.10.10,3,tcp
7905,2015-10-20 17:05:15 Z,10.10.10.30,10.10.10.10,3,tcp
7906,2015-10-20 17:05:16 Z,10.10.10.30,10.10.10.10,2,tcp
7907,2015-10-20 17:05:17 Z,10.10.10.30,10.10.10.10,2,tcp
7908,2015-10-20 17:05:18 Z,10.10.10.30,10.10.10.10,2,tcp
7909,2015-10-20 17:05:19 Z,10.10.10.30,10.10.10.10,2,tcp
7910,2015-10-20 17:05:20 Z,10.10.10.30,10.10.10.10,2,tcp
7911,2015-10-20 17:05:21 Z,10.10.10.30,10.10.10.10,6,tcp
7912,2015-10-20 17:05:21 Z,192.168.89.2,8.8.8.8,1,udp
7913,2015-10-20 17:05:22 Z,10.10.10.30,10.10.10.10,6,tcp
7914,2015-10-20 17:05:23 Z,10.10.10.30,10.10.10.10,6,tcp
7915,2015-10-20 17:05:24 Z,10.10.10.30,10.10.10.10,6,tcp
7916,2015-10-20 17:05:25 Z,10.10.10.30,10.10.10.10,6,tcp
7917,2015-10-20 17:05:25 Z,10.10.10.10,10.10.10.30,6,tcp
7918,2015-10-20 17:05:25 Z,10.10.10.10,10.10.10.30,5,tcp
7919,2015-10-20 17:05:25 Z,10.10.10.10,10.10.10.30,7,tcp
7920,2015-10-20 17:05:26 Z,10.10.10.30,10.10.10.10,6,tcp
7921,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,5,tcp
7922,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,6,tcp
7923,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,7,tcp
7924,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,2,tcp
7925,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,4,tcp
7926,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,6,tcp
7927,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,3,tcp
7928,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,5,tcp
7929,2015-10-20 17:05:26 Z,10.10.10.10,10.10.10.30,7,tcp
7930,2015-10-20 17:05:27 Z,10.10.10.30,10.10.10.10,6,tcp
7931,2015-10-20 17:05:27 Z,10.10.10.10,10.10.10.30,7,tcp
7932,2015-10-20 17:05:27 Z,10.10.10.10,10.10.10.30,7,tcp
7933,2015-10-20 17:05:28 Z,10.10.10.30,10.10.10.10,6,tcp
7934,2015-10-20 17:05:28 Z,10.10.10.10,10.10.10.30,7,tcp
7935,2015-10-20 17:05:28 Z,10.10.10.10,10.10.10.30,7,tcp
7936,2015-10-20 17:05:29 Z,10.10.10.30,10.10.10.10,6,tcp
7937,2015-10-20 17:05:29 Z,10.10.10.10,10.10.10.30,7,tcp
7938,2015-10-20 17:05:30 Z,10.10.10.30,10.10.10.10,6,tcp
7939,2015-10-20 17:05:30 Z,10.10.10.10,10.10.10.30,7,tcp
7940,2015-10-20 17:05:30 Z,10.10.10.10,10.10.10.30,7,tcp
7941,2015-10-20 17:05:31 Z,10.10.10.30,10.10.10.10,6,tcp
7942,2015-10-20 17:05:31 Z,10.10.10.10,10.10.10.30,7,tcp
7943,2015-10-20 17:05:31 Z,192.168.89.2,8.8.8.8,1,udp
7944,2015-10-20 17:05:32 Z,10.10.10.30,10.10.10.10,6,tcp
7945,2015-10-20 17:05:32 Z,10.10.10.10,10.10.10.30,7,tcp
7946,2015-10-20 17:05:32 Z,10.10.10.10,10.10.10.30,7,tcp
7947,2015-10-20 17:05:33 Z,10.10.10.30,10.10.10.10,6,tcp
7948,2015-10-20 17:05:33 Z,10.10.10.10,10.10.10.30,7,tcp
7949,2015-10-20 17:05:33 Z,10.10.10.10,10.10.10.30,7,tcp
7950,2015-10-20 17:05:34 Z,10.10.10.30,10.10.10.10,6,tcp
7951,2015-10-20 17:05:34 Z,10.10.10.10,10.10.10.30,7,tcp
7952,2015-10-20 17:05:34 Z,10.10.10.10,10.10.10.30,7,tcp
7953,2015-10-20 17:05:34 Z,10.10.10.10,10.10.10.30,7,tcp
7954,2015-10-20 17:05:35 Z,10.10.10.30,10.10.10.10,6,tcp
7955,2015-10-20 17:05:35 Z,10.10.10.10,10.10.10.30,7,tcp
7956,2015-10-20 17:05:36 Z,10.10.10.30,10.10.10.10,5,tcp
7957,2015-10-20 17:05:36 Z,10.10.10.10,10.10.10.30,7,tcp
7958,2015-10-20 17:05:36 Z,10.10.10.10,10.10.10.30,7,tcp
7959,2015-10-20 17:05:36 Z,10.10.10.10,10.10.10.30,7,tcp
7960,2015-10-20 17:05:37 Z,10.10.10.30,10.10.10.10,5,tcp
7961,2015-10-20 17:05:37 Z,10.10.10.10,10.10.10.30,7,tcp
7962,2015-10-20 17:05:37 Z,10.10.10.10,10.10.10.30,7,tcp
7963,2015-10-20 17:05:37 Z,10.10.10.10,10.10.10.30,7,tcp
7964,2015-10-20 17:05:38 Z,10.10.10.30,10.10.10.10,5,tcp
7965,2015-10-20 17:05:38 Z,10.10.10.10,10.10.10.30,7,tcp
7966,2015-10-20 17:05:38 Z,10.10.10.10,10.10.10.30,7,tcp
7967,2015-10-20 17:05:39 Z,10.10.10.30,10.10.10.10,5,tcp
7968,2015-10-20 17:05:39 Z,10.10.10.10,10.10.10.30,7,tcp
7969,2015-10-20 17:05:39 Z,10.10.10.10,10.10.10.30,7,tcp
7970,2015-10-20 17:05:40 Z,10.10.10.30,10.10.10.10,5,tcp
7971,2015-10-20 17:05:40 Z,10.10.10.10,10.10.10.30,7,tcp
7972,2015-10-20 17:05:40 Z,10.10.10.10,10.10.10.30,7,tcp
7973,2015-10-20 17:05:40 Z,10.10.10.10,10.10.10.30,7,tcp
7974,2015-10-20 17:05:41 Z,10.10.10.30,10.10.10.10,5,tcp
7975,2015-10-20 17:05:41 Z,10.10.10.10,10.10.10.30,7,tcp
7976,2015-10-20 17:05:41 Z,10.10.10.10,10.10.10.30,7,tcp
7977,2015-10-20 17:05:41 Z,192.168.89.2,8.8.8.8,1,udp
7978,2015-10-20 17:05:41 Z,10.10.10.10,10.10.10.30,7,tcp
7979,2015-10-20 17:05:42 Z,10.10.10.30,10.10.10.10,5,tcp
7980,2015-10-20 17:05:42 Z,10.10.10.10,10.10.10.30,7,tcp
7981,2015-10-20 17:05:42 Z,10.10.10.10,10.10.10.30,7,tcp
7982,2015-10-20 17:05:42 Z,10.10.10.10,10.10.10.30,7,tcp
7983,2015-10-20 17:05:43 Z,10.10.10.30,10.10.10.10,5,tcp
7984,2015-10-20 17:05:43 Z,10.10.10.10,10.10.10.30,7,tcp
7985,2015-10-20 17:05:43 Z,10.10.10.10,10.10.10.30,7,tcp
7986,2015-10-20 17:05:44 Z,10.10.10.30,10.10.10.10,5,tcp
7987,2015-10-20 17:05:44 Z,10.10.10.10,10.10.10.30,7,tcp
7988,2015-10-20 17:05:44 Z,10.10.10.10,10.10.10.30,7,tcp
7989,2015-10-20 17:05:44 Z,10.10.10.10,10.10.10.30,7,tcp
7990,2015-10-20 17:05:45 Z,10.10.10.30,10.10.10.10,5,tcp
7991,2015-10-20 17:05:45 Z,10.10.10.10,10.10.10.30,7,tcp
7992,2015-10-20 17:05:45 Z,10.10.10.10,10.10.10.30,7,tcp
7993,2015-10-20 17:05:45 Z,10.10.10.10,10.10.10.30,7,tcp
7994,2015-10-20 17:05:46 Z,10.10.10.30,10.10.10.10,5,tcp
7995,2015-10-20 17:05:46 Z,10.10.10.10,10.10.10.30,7,tcp
7996,2015-10-20 17:05:46 Z,10.10.10.10,10.10.10.30,7,tcp
7997,2015-10-20 17:05:47 Z,10.10.10.30,10.10.10.10,5,tcp
7998,2015-10-20 17:05:47 Z,10.10.10.10,10.10.10.30,7,tcp
7999,2015-10-20 17:05:47 Z,192.168.89.2,8.8.8.8,3,udp
8000,2015-10-20 17:05:47 Z,10.10.10.10,10.10.10.30,7,tcp
8001,2015-10-20 17:05:48 Z,10.10.10.30,10.10.10.10,5,tcp
8002,2015-10-20 17:05:48 Z,10.10.10.10,10.10.10.30,7,tcp
8003,2015-10-20 17:05:48 Z,10.10.10.10,10.10.10.30,7,tcp
8004,2015-10-20 17:05:49 Z,10.10.10.30,10.10.10.10,5,tcp
8005,2015-10-20 17:05:49 Z,10.10.10.10,10.10.10.30,7,tcp
8006,2015-10-20 17:05:50 Z,10.10.10.30,10.10.10.10,5,tcp
8007,2015-10-20 17:05:50 Z,10.10.10.10,10.10.10.30,7,tcp
8008,2015-10-20 17:05:51 Z,10.10.10.30,10.10.10.10,5,tcp
8009,2015-10-20 17:05:51 Z,192.168.89.2,8.8.8.8,1,udp
8010,2015-10-20 17:05:52 Z,10.10.10.30,10.10.10.10,5,tcp
8011,2015-10-20 17:05:53 Z,10.10.10.30,10.10.10.10,5,tcp
8012,2015-10-20 17:05:54 Z,10.10.10.30,10.10.10.10,5,tcp
8013,2015-10-20 17:05:55 Z,10.10.10.30,10.10.10.10,5,tcp
8014,2015-10-20 17:05:56 Z,10.10.10.30,10.10.10.10,5,tcp
8015,2015-10-20 17:05:57 Z,10.10.10.30,10.10.10.10,5,tcp
8016,2015-10-20 17:05:58 Z,10.10.10.30,10.10.10.10,5,tcp
8017,2015-10-20 17:05:59 Z,10.10.10.30,10.10.10.10,5,tcp
8018,2015-10-20 17:06:00 Z,10.10.10.30,10.10.10.10,5,tcp
8019,2015-10-20 17:06:01 Z,10.10.10.30,10.10.10.10,5,tcp
8020,2015-10-20 17:06:01 Z,192.168.89.2,8.8.8.8,1,udp
8021,2015-10-20 17:06:02 Z,10.10.10.30,10.10.10.10,5,tcp
8022,2015-10-20 17:06:03 Z,10.10.10.30,10.10.10.10,5,tcp
8023,2015-10-20 17:06:04 Z,10.10.10.30,10.10.10.10,5,tcp
8024,2015-10-20 17:06:05 Z,10.10.10.30,10.10.10.10,5,tcp
8025,2015-10-20 17:06:06 Z,10.10.10.30,10.10.10.10,4,tcp
8026,2015-10-20 17:06:07 Z,10.10.10.30,10.10.10.10,4,tcp
8027,2015-10-20 17:06:08 Z,10.10.10.30,10.10.10.10,4,tcp
8028,2015-10-20 17:06:09 Z,10.10.10.30,10.10.10.10,4,tcp
8029,2015-10-20 17:06:10 Z,10.10.10.30,10.10.10.10,4,tcp
8030,2015-10-20 17:06:11 Z,10.10.10.30,10.10.10.10,4,tcp
8031,2015-10-20 17:06:11 Z,192.168.89.2,8.8.8.8,1,udp
8032,2015-10-20 17:06:12 Z,10.10.10.30,10.10.10.10,4,tcp
8033,2015-10-20 17:06:13 Z,10.10.10.30,10.10.10.10,4,tcp
8034,2015-10-20 17:06:14 Z,10.10.10.30,10.10.10.10,4,tcp
8035,2015-10-20 17:06:15 Z,10.10.10.30,10.10.10.10,4,tcp
8036,2015-10-20 17:06:16 Z,10.10.10.30,10.10.10.10,4,tcp
8037,2015-10-20 17:06:17 Z,10.10.10.30,10.10.10.10,4,tcp
8038,2015-10-20 17:06:18 Z,10.10.10.30,10.10.10.10,4,tcp
8039,2015-10-20 17:06:19 Z,10.10.10.30,10.10.10.10,4,tcp
8040,2015-10-20 17:06:20 Z,10.10.10.30,10.10.10.10,4,tcp
8041,2015-10-20 17:06:21 Z,10.10.10.30,10.10.10.10,4,tcp
8042,2015-10-20 17:06:21 Z,192.168.89.2,8.8.8.8,1,udp
8043,2015-10-20 17:06:22 Z,10.10.10.30,10.10.10.10,4,tcp
8044,2015-10-20 17:06:23 Z,10.10.10.30,10.10.10.10,4,tcp
8045,2015-10-20 17:06:24 Z,10.10.10.30,10.10.10.10,4,tcp
8046,2015-10-20 17:06:25 Z,10.10.10.30,10.10.10.10,4,tcp
8047,2015-10-20 17:06:26 Z,10.10.10.30,10.10.10.10,4,tcp
8048,2015-10-20 17:06:27 Z,10.10.10.30,10.10.10.10,4,tcp
8049,2015-10-20 17:06:28 Z,10.10.10.30,10.10.10.10,4,tcp
8050,2015-10-20 17:06:29 Z,10.10.10.30,10.10.10.10,4,tcp
8051,2015-10-20 17:06:30 Z,10.10.10.30,10.10.10.10,4,tcp
8052,2015-10-20 17:06:31 Z,10.10.10.30,10.10.10.10,4,tcp
8053,2015-10-20 17:06:31 Z,192.168.89.2,8.8.8.8,1,udp
8054,2015-10-20 17:06:32 Z,10.10.10.30,10.10.10.10,4,tcp
8055,2015-10-20 17:06:33 Z,10.10.10.30,10.10.10.10,4,tcp
8056,2015-10-20 17:06:34 Z,10.10.10.30,10.10.10.10,4,tcp
8057,2015-10-20 17:06:35 Z,10.10.10.30,10.10.10.10,4,tcp
8058,2015-10-20 17:06:36 Z,10.10.10.30,10.10.10.10,3,tcp
8059,2015-10-20 17:06:37 Z,10.10.10.30,10.10.10.10,3,tcp
8060,2015-10-20 17:06:38 Z,10.10.10.30,10.10.10.10,3,tcp
8061,2015-10-20 17:06:39 Z,10.10.10.30,10.10.10.10,3,tcp
8062,2015-10-20 17:06:40 Z,10.10.10.30,10.10.10.10,3,tcp
8063,2015-10-20 17:06:41 Z,192.168.89.2,8.8.8.8,1,udp
8064,2015-10-20 17:06:41 Z,10.10.10.30,10.10.10.10,3,tcp
8065,2015-10-20 17:06:42 Z,10.10.10.30,10.10.10.10,3,tcp
8066,2015-10-20 17:06:43 Z,10.10.10.30,10.10.10.10,3,tcp
8067,2015-10-20 17:06:44 Z,10.10.10.30,10.10.10.10,3,tcp
8068,2015-10-20 17:06:45 Z,10.10.10.30,10.10.10.10,3,tcp
8069,2015-10-20 17:06:46 Z,10.10.10.30,10.10.10.10,3,tcp
8070,2015-10-20 17:06:47 Z,10.10.10.30,10.10.10.10,3,tcp
8071,2015-10-20 17:06:48 Z,10.10.10.30,10.10.10.10,3,tcp
8072,2015-10-20 17:06:49 Z,10.10.10.30,10.10.10.10,3,tcp
8073,2015-10-20 17:06:50 Z,10.10.10.30,10.10.10.10,3,tcp
8074,2015-10-20 17:06:51 Z,192.168.89.2,8.8.8.8,1,udp
8075,2015-10-20 17:06:51 Z,10.10.10.30,10.10.10.10,3,tcp
8076,2015-10-20 17:06:52 Z,10.10.10.30,10.10.10.10,3,tcp
8077,2015-10-20 17:06:53 Z,10.10.10.30,10.10.10.10,3,tcp
8078,2015-10-20 17:06:54 Z,10.10.10.30,10.10.10.10,3,tcp
8079,2015-10-20 17:06:55 Z,10.10.10.30,10.10.10.10,3,tcp
8080,2015-10-20 17:06:56 Z,10.10.10.30,10.10.10.10,3,tcp
8081,2015-10-20 17:06:57 Z,10.10.10.30,10.10.10.10,3,tcp
8082,2015-10-20 17:06:58 Z,10.10.10.30,10.10.10.10,3,tcp
8083,2015-10-20 17:06:59 Z,10.10.10.30,10.10.10.10,3,tcp
8084,2015-10-20 17:07:00 Z,10.10.10.30,10.10.10.10,2,tcp
8085,2015-10-20 17:07:01 Z,192.168.89.2,8.8.8.8,1,udp
8086,2015-10-20 17:07:01 Z,10.10.10.30,10.10.10.10,2,tcp
8087,2015-10-20 17:07:02 Z,10.10.10.30,10.10.10.10,2,tcp
8088,2015-10-20 17:07:03 Z,10.10.10.30,10.10.10.10,2,tcp
8089,2015-10-20 17:07:04 Z,10.10.10.30,10.10.10.10,2,tcp
8090,2015-10-20 17:07:05 Z,10.10.10.30,10.10.10.10,6,tcp
8091,2015-10-20 17:07:06 Z,10.10.10.30,10.10.10.10,6,tcp
8092,2015-10-20 17:07:07 Z,10.10.10.30,10.10.10.10,6,tcp
8093,2015-10-20 17:07:08 Z,10.10.10.30,10.10.10.10,6,tcp
8094,2015-10-20 17:07:09 Z,10.10.10.30,10.10.10.10,6,tcp
8095,2015-10-20 17:07:10 Z,10.10.10.30,10.10.10.10,6,tcp
